"time"
8.64e-05
4.6623e-05
4.7765e-05
3.1264e-05
4.7623e-05
3.5665e-05
3.0945e-05
3.1419e-05
3.1608e-05
3.0389e-05
3.7609e-05
3.2372e-05
3.1607e-05
3.2073e-05
3.1448e-05
3.1524e-05
3.1752e-05
3.1574e-05
3.1459e-05
3.2892e-05
7.704e-05
6.6824e-05
3.9854e-05
5.6083e-05
4.1646e-05
3.9871e-05
3.1667e-05
3.0959e-05
3.0539e-05
3.0755e-05
0.000129674
9.7931e-05
5.224e-05
3.9708e-05
3.1821e-05
3.1815e-05
3.1568e-05
3.1811e-05
3.071e-05
3.09e-05
0.00011568
9.7881e-05
8.6201e-05
6.0436e-05
5.008e-05
3.5595e-05
3.0664e-05
3.8144e-05
3.1831e-05
3.1332e-05
4.4136e-05
3.1375e-05
3.1784e-05
3.1564e-05
3.1676e-05
3.164e-05
3.0535e-05
3.0645e-05
3.0613e-05
3.1359e-05
0.00017641
0.00012238
5.8473e-05
3.9798e-05
3.1266e-05
3.167e-05
3.1512e-05
3.1619e-05
3.1993e-05
3.1213e-05
0.000113758
9.5922e-05
8.6547e-05
4.9968e-05
3.5856e-05
4.8131e-05
3.5825e-05
3.0848e-05
3.0666e-05
3.1448e-05
3.6564e-05
3.1827e-05
3.1539e-05
3.1691e-05
3.1773e-05
3.1408e-05
3.181e-05
3.1558e-05
3.1737e-05
3.1748e-05
0.000158355
8.085e-05
7.6289e-05
8.0293e-05
4.5785e-05
3.5845e-05
3.9536e-05
3.6233e-05
3.1405e-05
3.1385e-05
0.000162304
0.000145454
6.6842e-05
3.9838e-05
5.5693e-05
3.9707e-05
3.1695e-05
3.1628e-05
3.0701e-05
3.0666e-05
9.9789e-05
4.4209e-05
3.1466e-05
4.7295e-05
3.5917e-05
3.1502e-05
3.1377e-05
3.0956e-05
3.1135e-05
3.0686e-05
8.8093e-05
4.2377e-05
5.7647e-05
3.9713e-05
3.1541e-05
3.156e-05
3.1639e-05
3.1687e-05
3.4751e-05
3.2257e-05
3.7475e-05
3.1959e-05
3.1588e-05
3.1564e-05
3.1885e-05
3.0586e-05
3.1612e-05
3.1703e-05
3.1566e-05
3.1016e-05
7.6799e-05
6.7288e-05
3.9321e-05
5.5973e-05
4.1799e-05
4.0176e-05
3.2038e-05
3.1692e-05
3.1473e-05
3.075e-05
0.000129661
9.817e-05
5.3484e-05
4.268e-05
3.152e-05
3.0742e-05
3.0583e-05
3.0755e-05
3.0659e-05
3.0788e-05
0.000116018
9.7904e-05
9.3442e-05
4.9994e-05
3.5959e-05
4.8226e-05
3.5673e-05
3.1752e-05
3.1702e-05
3.1753e-05
4.2132e-05
3.1337e-05
3.1609e-05
3.1791e-05
3.1438e-05
3.0765e-05
2.9836e-05
3.172e-05
3.1589e-05
3.1717e-05
9.2884e-05
7.93e-05
8.0904e-05
4.5627e-05
5.0148e-05
4.0788e-05
3.1434e-05
3.1836e-05
3.046e-05
3.1818e-05
0.000209895
0.000107339
9.7107e-05
8.64e-05
4.9666e-05
3.5579e-05
3.0543e-05
3.0571e-05
3.0692e-05
3.5713e-05
3.6983e-05
3.1562e-05
3.0556e-05
3.169e-05
3.1729e-05
3.1521e-05
3.168e-05
3.1728e-05
3.1406e-05
3.1566e-05
0.000121605
6.8602e-05
6.6044e-05
3.9862e-05
5.5568e-05
4.3963e-05
3.985e-05
3.1636e-05
3.08e-05
3.1377e-05
0.000155278
0.00016431
7.3158e-05
4.176e-05
5.6794e-05
3.8855e-05
3.1239e-05
3.1171e-05
3.1721e-05
3.1134e-05
5.1037e-05
3.165e-05
2.5347e-05
3.9399e-05
3.197e-05
3.048e-05
3.0567e-05
