"time"
3.2625e-05
3.1424e-05
3.1529e-05
3.0699e-05
3.2201e-05
3.1493e-05
3.1513e-05
3.1464e-05
3.0981e-05
3.1179e-05
5.8651e-05
5.4899e-05
4.707e-05
3.0521e-05
3.0737e-05
3.0322e-05
3.0711e-05
3.0502e-05
3.0439e-05
3.0514e-05
3.744e-05
3.0825e-05
3.0684e-05
3.0353e-05
3.0504e-05
3.1638e-05
3.059e-05
3.0644e-05
3.1084e-05
3.1122e-05
0.000172357
0.000120369
3.0053e-05
4.536e-05
3.5976e-05
3.0625e-05
3.1927e-05
3.1403e-05
3.0644e-05
3.1618e-05
3.5026e-05
2.9918e-05
3.1795e-05
3.206e-05
3.1312e-05
3.159e-05
3.1872e-05
3.0484e-05
3.0757e-05
3.1821e-05
3.6464e-05
3.1951e-05
3.0651e-05
3.1743e-05
3.0624e-05
3.1643e-05
3.0819e-05
3.0575e-05
3.1451e-05
3.1714e-05
0.0001422
7.2983e-05
7.039e-05
4.1912e-05
5.5741e-05
3.9967e-05
3.1646e-05
3.0789e-05
3.0673e-05
3.1531e-05
3.7409e-05
3.0693e-05
3.1702e-05
3.147e-05
3.0818e-05
3.1793e-05
3.1697e-05
3.0605e-05
2.9734e-05
3.1853e-05
0.000123868
0.000102486
8.7951e-05
4.9918e-05
4.2954e-05
4.2025e-05
3.1553e-05
3.0622e-05
3.0836e-05
3.0464e-05
0.000118387
0.000100683
5.054e-05
7.5414e-05
4.1528e-05
3.1433e-05
4.273e-05
3.6705e-05
3.0625e-05
3.0415e-05
0.00016487
8.9194e-05
8.4679e-05
4.5784e-05
3.1527e-05
4.8188e-05
3.5275e-05
3.154e-05
3.1257e-05
3.062e-05
3.6132e-05
3.0981e-05
3.0296e-05
3.0623e-05
3.0724e-05
3.0594e-05
3.0471e-05
3.0846e-05
3.0332e-05
3.0705e-05
0.000200016
0.000117943
0.000104648
9.2774e-05
8.4518e-05
7.8217e-05
7.4066e-05
7.4339e-05
6.2653e-05
6.7197e-05
3.785e-05
3.1649e-05
3.1491e-05
2.97e-05
3.0881e-05
3.0372e-05
3.0687e-05
3.0707e-05
3.0787e-05
3.0588e-05
3.6511e-05
3.1763e-05
3.1885e-05
3.1168e-05
3.0772e-05
3.0444e-05
3.0462e-05
3.0544e-05
3.0643e-05
3.1908e-05
3.6704e-05
3.1858e-05
3.1322e-05
3.1812e-05
3.0295e-05
3.0666e-05
3.2423e-05
3.1094e-05
3.0371e-05
3.068e-05
6.3151e-05
4.8834e-05
3.7626e-05
3.0701e-05
3.0704e-05
3.0616e-05
3.0696e-05
3.0656e-05
3.0711e-05
3.0605e-05
3.7784e-05
3.1508e-05
3.1253e-05
3.0604e-05
3.0693e-05
3.0436e-05
3.0897e-05
3.1076e-05
3.073e-05
3.0761e-05
9.2865e-05
7.9377e-05
8.0164e-05
4.9725e-05
4.5875e-05
3.7762e-05
3.1641e-05
3.0634e-05
3.1588e-05
3.068e-05
2.6748e-05
4.0493e-05
3.0875e-05
3.1397e-05
2.9917e-05
3.0847e-05
3.0728e-05
3.0804e-05
3.068e-05
3.0427e-05
3.5575e-05
3.1909e-05
3.062e-05
3.0564e-05
3.0757e-05
3.1659e-05
3.0624e-05
3.0725e-05
3.1957e-05
3.037e-05
0.00014603
7.4938e-05
7.2036e-05
4.2007e-05
5.5625e-05
3.9714e-05
3.1852e-05
3.0636e-05
3.0608e-05
3.0746e-05
3.6837e-05
3.1034e-05
3.0475e-05
3.0671e-05
3.0746e-05
3.0775e-05
3.1631e-05
3.0797e-05
3.0616e-05
3.076e-05
0.000115555
9.7755e-05
0.000109216
5.3066e-05
3.4565e-05
4.7712e-05
3.6027e-05
3.1312e-05
3.1003e-05
3.0546e-05
0.000112221
0.000102942
4.8436e-05
7.2676e-05
4.2002e-05
3.1496e-05
4.3029e-05
3.585e-05
3.0713e-05
3.086e-05
0.000159972
8.6601e-05
8.0586e-05
4.5435e-05
3.2051e-05
4.5492e-05
3.5795e-05
3.0646e-05
3.1572e-05
3.0585e-05
3.6388e-05
3.0818e-05
3.0718e-05
3.0302e-05
3.0566e-05
3.0827e-05
3.0588e-05
3.0436e-05
3.0611e-05
3.0806e-05
0.000201914
0.000101641
9.2349e-05
8.4315e-05
7.8395e-05
7.4307e-05
7.0238e-05
6.6288e-05
6.9004e-05
